发布时间,正文
2014-11-30 13:07:00,今年年初做产业总结的时候，很多观点认为去年2013年是互联网金融的元年，去年市场已经炒过几波了，但是真正的高潮到现在才开始，现在已经有很多文章认为今年2014年是智能硬件产业链爆发的元年。而真正的高潮，将在明年的股市走势里面体现。让我们拭目以待。
2014-12-01 15:22:00,才来看见，补上， 我刚赞助了这篇帖子 5008 雪球币，也推荐给你。
2014-12-01 22:22:00,有谁用过百度语音的，分享谈谈经验 百度语音地址：网页链接 $科大讯飞(SZ002230)$$百度(BIDU)$ @zangyn 有谁用过百度语音的，分享谈谈经验 百度语音地址：网页链接 $科大讯飞(SZ002230)$$百度(BIDU)$ @zangyn
2014-12-02 12:48:00,为什么大盘涨一点，就不断有人出来说到头了，见顶了？ 因为从长时间来看上证指数一直都很弱。很多人已经被上证指数培养出条件反射，只要是涨，特别是急涨，肯定就到头了。就像一个人抬起手来要打你，前面几年，每次抬起来都打下去了，你挨了几年打，再抬手的时候，你就躲着远远的了。现在何尝不是如此？ 现在指数的意义已经不是很大了，我们可以确定的是，大家都看好明年的行情，那我们就应该耐心的挖掘高质量的，贴近生活的，躲着我们身边的成长股才是重中之重。 小米现在估值400e美元，他已经在我们身边了。 那乐视是不是也马上会融入我们的生活里面呢？ 现在乐视才多少市值? $乐视网(SZ300104)$  多挖掘生活，生活才能更精彩 为什么大盘涨一点，就不断有人出来说到头了，见顶了？ 因为从长时间来看上证指数一直都很弱。很多人已经被上证指数培养出条件反射，只要是涨，特别是急涨，肯定就到头了。就像一个人抬起手来要打你，前面几年，每次抬起来都打下去了，你挨了几年打，再抬手的时候，你就躲着远远的了。现在何尝...
2014-12-03 11:44:00,想问以下，不小心点错了，点了帖子右上角的 ×，屏蔽了，怎么设置回来？？ @方舟88
2014-12-06 18:38:00,最近一波大盘暴涨的行情让人抓狂，所以出现了一个新词叫所谓的满仓踏空，实际上从去年开始创业板就开始走牛，为什么没有这个词出现呢，因为大家已经习惯了看大盘和深圳指数的习惯。 在2013年的时候，我就通过江恩理论分析出今年的牛市，在3，4月份的时候就说越来越接近牛市了，但是牛市具体如何演绎是不好预测的，而且很多时候预测对了不表示能操作对，而预测错了不表示会操作错。 但是我们可以确定的是中国资本市场20多年的时间，真正能坚持到现在的投资者很少，大道至简，不管大盘如何演绎，我们回过头总结历史的时候，我们都会发现，那些离我们生活最近的成长股是最经得起考验的，比如$腾讯控股(00700)$，$阿里巴巴(BABA)$，$苹果(AAPL)$ 等，这些能真正改变人生活习惯的公司，所以我的投资理念一直是在生活里面寻找离我们生活较近的成长股，这些公司尝试在时代的变化中找到趋势的力量，搭上顺风车来改变我们的生活。而这些公司在我们的生活消费下，业绩不断走高，成长，股价自然能不断的刷新，这些股会去关心指数的走高和走底吗？ 所以说想要在这个市场坚持更久，除了不断的更新自己的观点跟上时代，还的提高自己对生活趋势的判断能力，这些东西是说不出什么理论道理的，只能是发生后，成为历史，让后成为教材，才能被理论化。 所以永远不要说什么满仓踏空， @跟我走吧14 跟叔一直说，财不入急门， 大家需要更新的是自己的格局 大势观和对趋势的那份坚守。 写下此文，与家共勉。 最近一波大盘暴涨的行情让人抓狂，所以出现了一个新词叫所谓的满仓踏空，实际上从去年开始创业板就开始走牛，为什么没有这个词出现呢，因为大家已经习惯了看大盘和深圳指数的习惯。 在2013年的时候，我就通过江恩理论分析出今年的牛市，在3，4月份的时候就说越来越接近牛市了，但是牛市具体如...
2014-12-09 15:56:00,最近回撤较为厉害，没办法，坚信，河东，河西都在河边。
2014-12-10 20:27:00,在市场持续的通过爆量来拉升的时候，制造了强烈的赚钱效应，牛市的序幕已经开始，而这些进场的资金会慢慢的转换为场内资金，而银行和券商的集体快速暴涨后，需要一段时间的休息，大盘在昨天的大阴线后，会出现几天的反弹，这次反弹过后，会有一段时间的调整周期，这段时间内，会有部分活跃资金转移到其他板块里面，目前围绕几个政策面的题材可以考虑。军工板块在6月份后出现了一波较大的涨幅，这次空间应该有限，多应该考虑那些今年还没怎么涨的最近比较强势而且板块联动较强的板块进行参与或者埋伏。 短期内创业板要走强形成热点，必须要有个板块来聚力，形成创业板的赚钱效应，而且还要能带动创业板指数，最有可能的板块是什么呢？ $光线传媒(SZ300251)$$华谊兄弟(SZ300027)$$机器人(SZ300024)$ $碧水源(SZ300070)$$乐视网(SZ300104)$ 在市场持续的通过爆量来拉升的时候，制造了强烈的赚钱效应，牛市的序幕已经开始，而这些进场的资金会慢慢的转换为场内资金，而银行和券商的集体快速暴涨后，需要一段时间的休息，大盘在昨天的大阴线后，会出现几天的反弹，这次反弹过后，会有一段时间的调整周期，这段时间内，会有部分活跃资金转移...
2014-12-12 13:18:00,市场很奇怪，主板死涨的时候，大家都看空创业板往主板跑，再过段时间创业板再出新高，那又有一堆人又要看好创业板了。
2014-12-13 11:01:00,最近个股调整力度加大，短期内几天存在30%左右的波动，造成了不少投资者大量的，亏损。所以雪球上就出现了一些纷争。实际上每个人都有状态发挥和关注圈的问题。 长期观察一些大V，就可以发现这个现象很普遍。所以现在很多人黒@跟我走吧14 我还是需要出来说几句的，只是跟叔有点高调，很多人不喜欢他的性格，我们来雪球是来投资交流的，而不是来评论一个人的性格的，如果他的言语和观点里面有你认可的地方，你就吸收你需要的东西就行了。跟叔在5年的时间里面完成了38w到3800w的百倍收益，所以加上自身的性格，高调一点也很正常。我们大家应该去仔细看看他的投资逻辑。 而最近他推荐的军工B，失手了，也很正常，我们也无妨看看一些大V失手的案例。 第一位@阿狸 ，在入市3年时间，持续投入资金达到100w的情况下，3年翻11倍到1100w，在今年9月底，达到最高峰，结果在$北京文化(SZ000802)$ 上和$乐视网(SZ300104)$ 上出现滑铁卢，资金回撤较大，估计加上融资盘，至少有300w多了。回撤幅度达30%以上。那你就说他能力真不行吗，总有个发挥周期的，我相信把时间放长一点，他会回来的。 第二位是@梁宏 ，在9月份，$京东(JD)$ 上出现滑铁卢，差点赔完今年的所有利润，被迫把京东止损在最低点附近，但是你们能质疑他的能力比你差吗？这10月11月不是状态神勇的满血复活吗？从今年来看他的收益也并不差了。 第三位是@英科睿资鹰 今年上半年就亏损达30%以上，下半年表现神勇盈利70%多，现在已经盈利大概40%以上了，而且每年持续增长。 第四位是@GT周  去年盈利350%，推荐了几个大牛股，今年收益不咋的，可能60%左右。说不定他明年也会满血复活了，继续百分之几百的收益。 最后也是我自己，我在上半年大盘一般的情况下收益不错，下半年远远的跑输大盘。 我们来雪球是交流投资经验的，而不是质疑对方能力的，如果你觉得对方的能力不够那你就别关注了，黒别人就没什么意义，大家是成年人了都有自己的判断能力，如果你在这个市场上呆半年1年时间，大部分人基本可以分清哪些人是真忽悠，哪些人是真有水平。当然也有些人是为了以后的私募发行等原因，团队操作。这个都是个人的选择，并不妨碍你自己赚钱。 在一个运动员巅峰的时候，也无法保证，自己每场比赛都表现神勇，大家都是人，和平一点，包容一点，静。 最近个股调整力度加大，短期内几天存在30%左右的波动，造成了不少投资者大量的，亏损。所以雪球上就出现了一些纷争。实际上每个人都有状态发挥和关注圈的问题。 长期观察一些大V，就可以发现这个现象很普遍。所以现在很多人黒@跟我走吧14 我还是需要出来说几句的，只是跟叔有点高调，很多人不...
2014-12-14 11:35:00,"下周最大的悬念就是其他题材能不能接力主板蓝筹题材, 上证指数在12月9日出现大阴线后,连续3天缩量,且并未收复该阴线,说明资金在这个地方参与程度积极性降低,下周大盘即使继续再次冲击3100,也有再次回落的概率,且概率很大. 下周股指交割,新股发行,会对大盘形成一定的影响,这个位置不上则弱,所以指望大盘指数有什么大表现已经不太靠谱. 关于B级基金,个人觉得这个只能在单边行情的时候才能玩,震荡市还是别玩B级基金了.如果下次调整的差不多了,指数有继续爆拉的时候,可以再考虑. 而大盘前段时间的放量,导致大量资金进场,这些资金不会寂寞,会继续炒题材股,比如环保,传媒,工业4.0,油价下降概念等等.而$成飞集成(SZ002190)$ 的重组终止,会导致下周军工板块的黑天鹅,短期将有大量资金从军工板块出来,会到哪个板块现在也不好说. 成飞集成至少3个跌停板是没什么悬念了.去年的昌九惨案历历在目,当时连续10个跌停.现在环境比当时好,估计能少一点. 周末自贸区利好兑现,下周局势可能会高开走低,该题材不要太乐观. 从大盘最近几个月的性质来看,还是局部突击的局部牛市行情最明显,也就是说资金会在1-2个月内不断阻击1个板块,形成一种涨不停,不停涨的局面,让你追也不是,不追也不是的感觉. 然后最后进入疯狂,就忍不住进去站岗了,然后这个股的主升浪就已经结束,进入震荡周期. 所以最近那些出现连续放量的个股板块值得关注,第一波持续放量,是资金进场预热,第二波回调缩量,再次放量拉升的时候,就是进入主升的时候. 所以下周是轻指数,重题材,重个股. 大多数人跟不上节奏就老老实实的埋伏等着轮动为好,因为所有板块都会动,只是时间先后而已.不要追涨杀跌,到最后什么都没有. 是金子,总会被资金追捧的时候. $光线传媒(SZ300251)$$机器人(SZ300024)$$碧水源(SZ300070)$ @Oo小左@郑钱花花@Alex_ai@hawtli@普罗米休斯巴达 下周最大的悬念就是其他题材能不能接力主板蓝筹题材, 上证指数在12月9日出现大阴线后,连续3天缩量,且并未收复该阴线,说明资金在这个地方参与程度积极性降低,下周大盘即使继续再次冲击3100,也有再次回落的概率,且概率很大. 下周股指交割,新股发行,会对大盘形成一定的影响,这个位置不上则弱,所以..."
2014-12-15 11:59:00,看看现在是不是又有一堆人看好创业板了.
2014-12-15 19:32:00,支持一下，羊肉已经吃了，没有拍照，谢谢小宇的羊肉，确实不错 大家赶紧去抢肉。
2014-12-16 00:31:00,"创业板从趋势线来看,目前正好到压力位附近,但是从上涨时间来看,还不够,创业板这波进入5浪最后的主升的概率较大,本月25号左右是个时间窗,创业板在这个时间点之前应该都问题不大,轮动才是主旋律.耐心就好. $光线传媒(SZ300251)$$碧水源(SZ300070)$$机器人(SZ300024)$"
2014-12-16 23:23:00,"创业板和主板形成了完全的蹊跷板效应,大盘涨,创业板跌,创业板涨,大盘横盘. 主板这个位置继续不断上攻的概率不大,所以再次攻击3100点左右后还是得继续调整.而创业板看看目前的情况也是很微妙,在这么大的成交量的情况下$中信证券(SH600030)$ 一个股的成交量,基本就占了整个创业板成交量的7.5成,这种情况能持续下去吗? 再好的板块也不可能一直牛下去.以前没有,以后也不会有.总会休息. 很多人说大盘涨,会慢慢的将创业板的资金流向主板,创业板以后都没有行情了. 实际上一个股的成交量就占了整个创业板7.5成的成交量,又能分流多少呢,即使现在分流了20%的活跃资金,只要主板回来5%,创业板就又活了. 关键点,实际上市场还是局部牛市并未全面开花,所以不要太纠结主板还是创业板,挖掘好的成长股才是关键.不管什么市场,成长股永远是主旋律,中间会有插曲. 而市场轮动才会更健康.要守得住寂寞.耐心等待. 看看创业板的周线图.就知道为什么我昨天说创业板在压力位了. 但是在这个量能的情况下,并不是没有可能突破. 再看看创业板综指 离压力位还有距离. 而从周线可以看出,创业板的周线量能是比较健康的,并未出现缩量上涨的情况.. 而智能家居的领头羊 $英唐智控(SZ300131)$ 继续独立缩量上涨,而300024,正朝着50迈进. $光线传媒(SZ300251)$$机器人(SZ300024)$$碧水源(SZ300070)$ @Oo小左@郑钱花花@Alex_ai@hawtli@普罗米休斯巴达 创业板和主板形成了完全的蹊跷板效应,大盘涨,创业板跌,创业板涨,大盘横盘. 主板这个位置继续不断上攻的概率不大,所以再次攻击3100点左右后还是得继续调整.而创业板看看目前的情况也是很微妙,在这么大的成交量的情况下$中信证券(SH600030)$ 一个股的成交量,基本就占了整个创业板成交量的7.5成,..."
2014-12-17 11:44:00,"工业4.0和智能家居再次爆啦,龙头股300131,进入主升浪,而300024,000410不断新高.继续看好智能化相关概念."
2014-12-17 17:17:00,"$中信证券(SH600030)$ 1、任何事都没有表面看起来那么简单；  --- 看市值? 真那么简单就好了 2、所有的事都会比你预计的时间长；     ---  确实走的够长,还不知道有多长 3、会出错的事总会出错；                      ---  卖了,明天就继续涨停了 4、如果你担心某种情况发生，那么它就更有可能发生。 --- 该来的会来,大家懂的. -- 墨菲定律 $中信证券(SH600030)$ 1、任何事都没有表面看起来那么简单； --- 看市值? 真那么简单就好了 2、所有的事都会比你预计的时间长； --- 确实走的够长,还不知道有多长 3、会出错的事总会出错； --- 卖了,明天就继续涨停了 4、如果你担心某种情况发生，那么它就更有可能发生。 --- 该来的..."
2014-12-17 19:03:00,"$松德股份(SZ300173)$ 今天是出利好了, 从目前增发的8000多w股加上自身的,总股数会达到2e左右,市值50e不到,明年业绩保守1.2e,目前股价市盈率39倍上下.是非常好的标的.中线好股."
2014-12-17 21:37:00,"今天$中信证券(SH600030)$ 再次涨停,成交量再次上升,占到创业板成交量的9成,离历史新高只有一步之遥.如果让我计算个价格的话,根据小5浪幅度大致定于1浪幅度,算出来的高点在34.5左右. 低位配置了的长期持有问题不大,高位重仓追入的,注意风险.真要下来,2天套你20%,没商量. 有些东西错过,就错过了,没啥关系.这个市场机会很多,又不是错过了一次机会就没法赚钱了.在市场能活的更久的是那些懂得规避不确定性风险的人. 今天工业4.0继续拉升,$机器人(SZ300024)$ 不断新高,向50迈进,完成10倍任务.本周末有个世界机器人博览会.刺激了一下.该题材还是观点不变,今年是智能化的元年,明年智能化的东西将越来越多,融入生活,相关个股可以持续跟踪. 最近还是之前的那个观点,找一些放量拉了一波,并高位缩量盘整的个股,且又调整到关键均线附近,那就更不错了,关键均线中期包括21,34,55等.强势个股强势个股到短期均线8日线或者13日线. 现在有个悬念就是大盘冲击3100点调整后,创业板能否接力的问题,继续耐心等待市场的答案. 看看创业板的3大领头羊的周线形态 首先是$光线传媒(SZ300251)$ 在周线的这么强大量能面前,这个趋势通道直接翻过去的概率非常大,后面就没什么压力了,直接冲击32.5 再看看$碧水源(SZ300070)$ 周线一样是爆量,指上的趋势线,不破问题就不大,冲击前高欲望很强. 最后一个$机器人(SZ300024)$ 我们可以看见从6月份该股出现爆量后,后面就出了新高,然后持续走高. 实际上机器人就是300251和300070的的影子. 在这种行情里面,量能就等于空间. @Oo小左@郑钱花花@Alex_ai@hawtli@普罗米休斯巴达 今天$中信证券(SH600030)$ 再次涨停,成交量再次上升,占到创业板成交量的9成,离历史新高只有一步之遥.如果让我计算个价格的话,根据小5浪幅度大致定于1浪幅度,算出来的高点在34.5左右. 低位配置了的长期持有问题不大,高位重仓追入的,注意风险.真要下来,2天套你20%,没商量. 有些东西错过,就错..."
2014-12-18 12:38:00,"成飞重组失败,个人预计在本行情里面就3个跌停,今天打开跌停,已经是万幸. 某用户在$成飞集成(SZ002190)$ 上 买入价55块钱, 买入了50w股,全仓买入动用资金2750w,自有资金1000w,融资1750w,今天最低价,35.99,如果证券公司强行平仓, 35.99*50w = 1799w,还掉1750w,还剩49w. 如果追加了保证金,到现在收盘 40.5*50w = 2025 还掉1750w 还剩 275w 就1个月左右的时间. 所以那些满仓,满杆杠买入券商的人. ......................省略号.................. 成飞重组失败,个人预计在本行情里面就3个跌停,今天打开跌停,已经是万幸. 某用户在$成飞集成(SZ002190)$ 上 买入价55块钱, 买入了50w股,全仓买入动用资金2750w,自有资金1000w,融资1750w,今天最低价,35.99,如果证券公司强行平仓, 35.99*50w = 1799w,还掉1750w,还剩49w. 如果追加了保证金..."
2014-12-18 20:45:00,我刚赞助了这篇帖子 10 雪球币，也推荐给你。
2014-12-19 16:49:00,"去年满仓周期性板块,错过了创业板成长股的大行情,今年满仓创业板白马股,错过了周期性板块的大行情.还能愉快的玩耍吗? ----- 某投资者感悟"
2014-12-30 15:44:00,"2014年投资总结我是 @柯中 ，我刚刚撰写了#2014年投资总结# ： 1 、2014全年我的投资收益为 145% 。 2 、在$金证股份(SH600446)$上赚的最多 。在$硕贝德(SZ300322)$上亏的最大 。 3 、目前投资仓位排序为$硕贝德(SZ300322)$ ，$松德股份(SZ300173)$ ，$科大智能(SZ300222)$ ，$海伦钢琴(SZ300329)$ ，$信维通信(SZ300136)$ 。 4 、最想感谢的3位球友是 @跟我走吧14 ，@路过十八次 ，@普罗米休斯巴达 (好jy) 2014收益走势图 2014年我的投资操作及感悟 ： 总体回顾: 2014年1月,主要抓住了互联网彩票概念在002229和000851上吃了一口,紧接着挖掘了今年投资的三大概念,tsla,移动支付和互联网金融,3月份在tsla概念里面,在大盘大幅下跌的情况下躲过了下跌调整,还获得了小部分收益,在4月份的时候转战600446,持续操作到6月,当时较为肯定600446会到百亿市值,结果在年底互联网金融全面爆发后,将该股推向170多E市值.从下半年开始,就做的不太顺,因为发现牛市来了,而持续时间加长,减少了上半年机动式的涨了就卖,跌了就买的熊市思维,而固化的认为大部分情况下,在牛市里面,减少操作,加大持股时间才是首选,导致中间有段时间收益一直徘徊,加上11月12月的蓝筹大爆发和中小创业的系统性调整,导致12月收益急剧下降,资金回撤多达50%以上,而在11月第4周的时候,今年收益还达到190%.截至到目前,收益150%都不到了. 期间主要操作的股票有300088, 300322,300136, 300173,300251等. 目前主要持有300322,所以也是资金回撤的主要原因. 反思: 今年下半年犯了几个比较严重的错误: 1.发现牛市来了,增长了持股时间,但是发现持错了板块 2.没有预计到创业板个股,不涨就算了,还出现了较大的下跌 3.指数已经失真了,过分的看指数已经失去意义 4.在对比的情况下,思维没有转换过来,以为在大环境良好的牛市里面,上证指数不会出现大调整的情况下,创业板也不会出现系统性风险调整. 改进: 1.还是继续挖掘成长股为核心思路 2.股票市场不管是牛市还是熊市都有机会,机会的规则长时间范围内看是绝对有效的,短时间范围内可能会无效 3.在系统性风险来临的时候,必须有效控制仓位,加强危机意识.看来是熊市里面危机意识强,在牛市里面放松一点,就是要命的,这个市场就是个吃人的市场,看看300377这一个月下跌接近40%的幅度就知道市场一直是个吃人的市场. 4.抓住自己技术分析的优势,结合个股的成长性持续操作3只以内的个股,以长期发展为目标,持续滚动操作降低成本为中心的操作理念. 展望2015: 1.智能化,2015的核心题材之一,精选标的.比较看好的是300173.该股可以采纳上面的规则4,持续操作,来回滚动,底仓不动.持续降低成本. 2.其他2个题材,有待观察和挖掘. 3.2014年的行情是2015年的预演,好的成长股会独立于股指,不断拉升.挖掘好的成长股,才是核心. 另外@Oo小左@郑钱花花 也是需要感谢的人,虽然他们上 雪球较少,但是我们其他渠道沟通较多, @Oo小左 上半年收益10%,下半年操作很牛,操作的个股也和我大同小异,不过躲过了几次回撤后,目前收益达到了150%. 感谢你们一路陪伴. 关注我的球友 ，欢迎点击 网页链接 ，分享你的#2014年投资总结# 。 雪球将从所有分享2014总结的球友中 ，随机抽取赠送电子书阅读神器Kindle 。 @Oo小左@郑钱花花@Alex_ai@hawtli@普罗米休斯巴达"
2015-01-03 21:22:00,"宝宝基金操作更新和总结公开一个真实的操作账户(真实的实验账户) 。 本账户成立时间 ：2014年1月1日 。 成立初期金额 ：10000元整 。 该账户成立的目的 ：给宝宝准备的基金 ，等孩子大学毕业了 ，里面的钱全部交由其打理 。 账户投资期限 ：22年 ，到孩子大学毕业 。 盈利目标 ：年盈利目标是35%(现在想尝试的提高到39%) 到2035年总资金达到1400w, 完成1400倍. 截至到2014年12月31日,盈利79.8% 8"
2015-01-04 23:04:00,"300050, 明年智翔信息承若是5,808w,而今年300050迎来业绩拐点,受益4G,明年业绩也比较有保证,继续高增长应该问题不大,合并报表后,明年业绩有望达到1E以上,增发后2.5e股,业绩0.4元每股,动态市盈率37."
2015-01-05 22:25:00,"最近发言较少,而且创业板持续低迷,发现在持续掉粉,很好,很强大. 这么多年在股市里面能存活至今给我的最大的感悟就是找到一套适合自己的方法,坚持下去. 而适合自己的方法就是需要时间的沉淀,能持续盈利的方式.这种方式大多数人需要较长时间的磨练才能形成,一旦形成稳定且持续的盈利方式,剩下的就是坚持自我,专注即可.成长股是资本市场经久不衰的话题,即使短期是蓝筹股的天下也不会改变这种格局. 有所舍,才能有所得.大多数人都是想把什么都抓在手里,却到最后往往什么都抓不住.所以股市里面持续赚钱的永远只是少数人. 昨天说了关于$世纪鼎利(SZ300050)$  的看法,今天再次说明一下,该股业绩确定性还是比较强的, 智翔信息估值20e问题不大,达內目前35e市值. 300050不重组自身估值30E,最保守估计,该股50E市值, 目标20元, 智翔信息市值波动一点到25E, 300050自身波动一点到45E,合计就为70E市值,目标28元. 积极看多该股. 最近发言较少,而且创业板持续低迷,发现在持续掉粉,很好,很强大. 这么多年在股市里面能存活至今给我的最大的感悟就是找到一套适合自己的方法,坚持下去. 而适合自己的方法就是需要时间的沉淀,能持续盈利的方式.这种方式大多数人需要较长时间的磨练才能形成,一旦形成稳定且持续的盈利方..."
2015-01-05 22:30:00,"另外今天创业板单针下影,调整13天,过下降趋势线,短期见底迹象较为明显,会出现反弹,现在需要关注的是本次反弹的力度和强度问题.如果强度较弱,则反弹过后,有继续调整的可能.我们走一步看一步,目前暂时忽略上证指数,该指数冲击3480都没什么问题了."
2015-01-06 13:21:00,"要不要这么给力,重仓的$硕贝德(SZ300322)$ 冲板了."
2015-01-06 14:18:00,"$海伦钢琴(SZ300329)$ 也冲板了,要不要这样."
2015-01-06 14:27:00,"现在来看,这底部抄底的,至少10%-20%是不是都有了? 难道就只有追高才能赚钱吗?"
2015-01-06 15:12:00,"2015,目前2天看,开了个好头,满仓收益今天已经站上2位数. 很多人问我的仓位,实际上看看我组合就差不多知道了,我真实仓位和持股比较相似.加上少量的融资(50%左右),今天满仓收益不止10%."
2015-01-06 21:20:00,"$北京君正(SZ300223)$ , 手上8e现金,目前市值32E.PB,3倍,负债率只有0.7893%,是创业板所有股票里面负债率最低的股. 2015年业绩出现拐点的概率非常大,该股从10月开始就有大资金进场吸筹,吸了一个月后,从11月开始拉升,脱离成本,且一边拉,一边吃,股东人数从9月30日的12000人,到12月15日的7700人.下降了40%左右,到12月31日,股东人数还有8000人.且下跌无量,现在因为创业板系统风险已经跌回主力建仓的成本价附近.从周线看符合放量上涨,缩量下跌的洗盘形态,值得重点关注. $北京君正(SZ300223)$ , 手上8e现金,目前市值32E.PB,3倍,负债率只有0.7893%,是创业板所有股票里面负债率最低的股. 2015年业绩出现拐点的概率非常大,该股从10月开始就有大资金进场吸筹,吸了一个月后,从11月开始拉升,脱离成本,且一边拉,一边吃,股东人数从9月30日的12000人,到12月15日的7700人.下..."
2015-01-06 22:45:00,"网页链接 打开以上连接,是股东交流平台,可以提问,股东人数已经有人从10月一直问到12月.最新的数据是12月31日,股东数量是7900人.@-原子-"
2015-01-07 22:06:00,"昨天发了关于$北京君正(SZ300223)$ 的帖子有人说该股亏损,现在的价值不值这个价,那$九安医疗(SZ002432)$ 该股亏损2年了,现在100E市值,年底转让了部分股权,让2014年度公司业绩扭亏为盈，净利润金额预计为0至1000万元人民币. 该股何以拥有这么高的溢价呢.就因为引入小米投资作为战略投资者?或者说移动医疗是大势所趋? 昨天发了关于$北京君正(SZ300223)$ 的帖子有人说该股亏损,现在的价值不值这个价,那$九安医疗(SZ002432)$ 该股亏损2年了,现在100E市值,年底转让了部分股权,让2014年度公司业绩扭亏为盈，净利润金额预计为0至1000万元人民币. 该股何以拥有这么高的溢价呢.就因为引入小米投资作为战略投资者?或者说移..."
2015-01-07 22:11:00,"可能我还是看不懂这个概念,对于$海虹控股(SZ000503)$ 这种只有这么点收入的公司,居然有300E的市值,感到惊奇.$乐视网(SZ300104)$ 好意思吗?."
2015-01-08 10:04:00,"今天是个变盘日, 中国石油在完成掩护的任务.大家都懂的"
2015-01-08 10:54:00,"从主板流出的资金,少量的进入创业板,创业板就飞了."
2015-01-08 13:31:00,"创业板真给力,又是大阳."
2015-01-08 22:12:00,"创业板对应之前的a浪49个60分钟的下跌周期,应该要对应19个周期的上涨.也就是0.382的黄金分割. 所以按道理,创业板应该还得有4个小时的上涨周期.所以明天创业板应该是震荡为主的形态.而能否在19个周期后,形成0.618的31个周期还得观察. 关于大盘的形态今天这么长时间以来第一次收盘低于5日线,需要引起警惕.特别是短线追高的一些朋友,应适当控制仓位,不要让自己太被动. 主板按形态应该要回踩3234的缺口,在做打算.最近主板应该以防御为主.而不是进攻. 从$中信证券(SH600030)$   的走势可以看出来,越走越弱,一而再,再而衰,三而竭的走势在600030上体现的比较明显. 从该股的 单位时间上的涨幅可以看出来,走势越来越弱.所以短线进入盘整的概率非常大. 谨慎为上. 我个人的操作会考虑在明天先减仓规避创业板的不确定性,等待下周明朗了再做打算. 要发挥之前的机动特性,而不是盲目的持股.但是又要集中精力操作这几个股,不到处乱跑. 在新年第一周即完成了10%以上的新年任务,在1-2月剩下的7周时间里面,我再找一次机会,再做个10%, 1-2月份即可完成接近30%的盈利目标. @Oo小左@郑钱花花@Oo小左@hawtli@Alex_ai@普罗米休斯巴达  创业板对应之前的a浪49个60分钟的下跌周期,应该要对应19个周期的上涨.也就是0.382的黄金分割. 所以按道理,创业板应该还得有4个小时的上涨周期.所以明天创业板应该是震荡为主的形态.而能否在19个周期后,形成0.618的31个周期还得观察. 关于大盘的形态今天这么长时间以来第一次收盘低于5日线,..."
2015-01-09 10:25:00,"为什么以前我总能大致把握可以反弹几天,时间大概在什么时候变盘,都是得益于波浪理论的时间周期的研究,目前创业板还在反弹周期内.很多时候人就是被自己吓着的,刚好创业板继续反弹,也让我有空间减仓.多好的事情. b级基金大家还是悠着点,今天创业板b跌停, 这种损失不是一般的大."
2015-01-09 15:04:00,大盘这种走势多半是到头了，下午卖晚了，利润小幅回撤，最近休息等机会为主，下周偏空 周末在做复盘
