发布时间,正文
2025-06-25 18:59:00,这种要看细节，他们只给了25年21%的增速。就目前来看增速大概率不止这点，今年已经快过去半年，国内库存就只增加了1.5w，离他们预期的过剩30w天差地别。 给报告没什么问题，但是需要实事求是并不断修正。给个偏离如此大的报告，还不实时修正，不是蠢就是坏。
2025-06-26 23:38:00,2025年前五个月，欧盟新车注册量同比小幅下降0.6%，新能源汽车依旧保持增长态势。 ● 纯电动汽车注册量同比增长25%，市场份额上升至15.4%； ● 混合动力电动汽车（HEV）增长16%，份额达35.1%，稳居消费者首选动力类型； ● 插电式混合动力（PHEV）更以46.9%的增速连续三月强劲反弹，市场份额提升至8.2%。 ● 传统燃油车持续下滑，汽油与柴油车型注册量分别下跌20.2%和26.6%，合计市场份额降至38.1%。 欧洲汽车新能源渗透率23.6%。 $赣锋锂业(SZ002460)$$比亚迪(SZ002594)$$宁德时代(SZ300750)$
2025-06-29 17:04:00,说实在的，中矿最近投资较大，在现金流适当紧张的情况下去用1亿多扩充技改产能，应该是有自己的道理的。没有经济性，中矿也不会去这个节点去做。就好比津巴布韦的硫酸锂项目经济性略差，虽然能降低成本20%，但是投入和产出暂时不成比例，就延缓了一些项目建设进度。下面有球友说，这条线半年产能1.25w吨，与其亏损这产能的1E左右，不如拿来技改，费用都是一亿左右。公司却选择了一个最优解。 说实在的，中矿最近投资较大，在现金流适当紧张的情况下去用1亿多扩充技改产能，应该是有自己的道理的。没有经济性，中矿也不会去这个节点去做。就好比津巴布韦的硫酸锂项目经济性略差，虽然能降低成本20%，但是投入和产出暂时不成比例，就延缓了一些项目建设进度。下面有球友说，这条线半年产能1....
2025-07-01 08:21:00,与其考虑钠电池那种低性能的替代锂电池的风险，不如考虑钙钛矿替代硅料风险更大
2025-07-01 17:41:00,钙钛矿的优势确实太多了，但是市场研究这块的核心之一还是为了降本，因为当时硅料20多w，现在硅料跌成这样，钙钛矿的优先级就降下来了，加上很多光伏企业的现金流确实有限。钙钛矿现在就跟固态电池一样，存在一些技术上的问题没有突破，突破后，如果用叠层钙钛矿技术效率最高可以达到45%左右，这个是非常夸张的。如果用叠层钙钛矿技术，那么硅料的用量也是下降80%左右。如果不用叠层钙钛矿，则硅料使用量基本为0。因为叠层钙钛矿的理论效率更高一点，所以这个应该是以后的主攻方向。
2025-07-03 09:02:00,"最近一直在准备写碳酸锂第四系列，但是因为统计的内容还是比较多，个人还是打算先分几个区域简单的写写，最后再汇总，刚好今天蹭着澳洲又有一个企业减产，我们先看看澳洲最近的产能情况以及减产的情况。 今日传：""澳矿Liontown的Kathleen Valley 7月开始停产检修，至少影响月度精矿产能3万到3万5000吨，检修复产时间未知。"" 这个矿产目前年产大概50w吨锂精矿左右，单月产能应该大概是4.2w吨锂精矿。 下图是统计了目前澳洲主流锂矿的情况和最新产能。 （如果有误请帮忙指正，谢谢） 大概情况就是这样的。澳洲还算是真正的在做矿业应该做的事情。目前基本没有太多的新增产能，除了greenbushes计划有一个新的项目投产，而Pilgangoora-Pilgan还有一个P1000项目后面可能要投产，对应的产能大概就是7w吨lce左右。也就是说，如果澳洲锂矿全面开工，也就是66.5w的LCE当量。目前在产的仅仅只有43w吨左右的当量（这里面只会少，不会多）。 所以从进口量也能看出来澳洲今年一直同比在减少。 很多卖方研报就是简单的把所有公司的产能一拉，然后就认为市场就应该出这么多矿，再通过极低低迷的需求增速，得出过剩结论。 过剩也是个动态的过程，至少目前明显的在朝着好的方向发展。就目前的价格，大幅度扩产已经成为奢望，感觉现在最主要的矛盾还是在需求增量上面了。 $赣锋锂业(SZ002460)$$天齐锂业(SZ002466)$$中矿资源(SZ002738)$ 最近一直在准备写碳酸锂第四系列，但是因为统计的内容还是比较多，个人还是打算先分几个区域简单的写写，最后再汇总，刚好今天蹭着澳洲又有一个企业减产，我们先看看澳洲最近的产能情况以及减产的情况。  今日传：""澳矿Liontown的Kathleen Valley 7月开始停产检修，至少影响月度精矿产能3..."
2025-07-02 22:02:00,是的，目前看今年维持这个增速40%，即使明年25%，26年下半年也大概率反转的。
2025-07-03 11:42:00,继续上南美的目前产能情况。 如果有不正确的地方，或者有遗漏的地方，望指正： 目前南美这块今年有不少投产的，特别是阿根廷这块，所以从今年前几个月来看，阿根廷这块进口的量也是增量明显。整体今年增量9w吨左右。平均单月增量7500吨。 但是明年开始，这块的增量也相对有限了。主要是看紫金矿业的3Q项目。 $赣锋锂业(SZ002460)$$天齐锂业(SZ002466)$$中矿资源(SZ002738)$ 继续上南美的目前产能情况。 如果有不正确的地方，或者有遗漏的地方，望指正：  目前南美这块今年有不少投产的，特别是阿根廷这块，所以从今年前几个月来看，阿根廷这块进口的量也是增量明显。整体今年增量9w吨左右。平均单月增量7500吨。 但是明年开始，这块的增量也相对有限了。主要...
2025-07-03 11:43:00,是这样的，去年青山posco都是年底投产的，如果直接把去年的产能算作去年的增量是不太合理的。所以这个增量延迟到今年算。 目前看今年的总产能差异不大就行了。目前的看点是今年的总产能，第二是明年的增量。另外多谢帮忙提供信息。
2025-07-04 10:59:00,继续看看非洲目前的产能。 实际上最近这1年，非洲产能投产很多。可以说目前产能提速最快的就是非洲了。 如果有不正确的地方，或者有遗漏的地方，望指正： 目前看，明年几个产能爬坡完成，也只能增加大概4w吨左右的碳酸锂当量，其他因为价格因素停产的，估计价格不回到8-10w是很难复产的。 另外其他新增产能，除非一些项目的二期能建设并投产，这个不是26年能完成的事情。 $赣锋锂业(SZ002460)$$天齐锂业(SZ002466)$$中矿资源(SZ002738)$ 继续看看非洲目前的产能。 实际上最近这1年，非洲产能投产很多。可以说目前产能提速最快的就是非洲了。 如果有不正确的地方，或者有遗漏的地方，望指正：  目前看，明年几个产能爬坡完成，也只能增加大概4w吨左右的碳酸锂当量，其他因为价格因素停产的，估计价格不回到8-10w是很难复产...
2025-07-04 23:25:00,碳酸锂的周期在哪 （四 ）全球所有锂矿资源2025年产能 本文也是单纯的先罗列一些数据 ，做一些简单的分析 。 本文延续 《碳酸锂的周期在哪 》 《碳酸锂的周期在哪 （二 ） 》 《碳酸锂的周期在哪 （三 ） 》 第三期 ，我们讨论是增量在哪 ，这个我们先放一下 ，我们今天讨论的是现在全球到底有多少产能 ？ 如果有统计不正确的地方 ，或者有遗漏的地方 ，望指正 ： 目前国内的情况 ： 目前国内主要也是几个盐湖要投产 ，目前是盐湖股份的4w吨 ，新疆的大红柳滩 ，然后就是湖南紫金的道县锂矿 。这几个加起来也不过10来w吨 。 目前我们对江西这块的减产情况并不了解 ，宁德感觉应该是挖了不少高品味的云母 ，所以产能应该是大于5w吨的当量 ，其他猜测性的我们就不去做过多的假设了 。 以前为什么说锂矿会严重过剩 ，因为几年前宁德和国轩两家抛出了个夸张的PPT ：到2025年江西用云母提锂 ，产出50w吨碳酸锂当量豪言壮语 。目前几年过去了 ，江西的云母矿增量在哪 ？ 所以我们得到的结论就是国内目前产能大概是36.5w吨 。但是今年实际产能大概是30-32w吨 。表格里面是31.65w吨 。 北美洲那边就不做表格统计了 ，因为就几个矿 ，加起来4w吨左右 。 澳洲 ： 目前澳洲是减产最为夸张的地方 ，今年折合减产17.38w吨 ，减产比例高达30%左右 ，减产对应的碳酸锂价格也写在备注里面了 ，也就是意味着 ，碳酸锂的价格不稳定的站上10w ，是很难大规模恢复产能的 ，所以这块未来的增量也就是这停产的17.38w吨的产能 。 今年能实际上流通给市场的产能大概是42.85w吨 。 南美 ： 这个是今年有增量的地方 ，当然有不少项目是去年底就投产 ，今年开始爬坡 ，所以这个产能到底是计算到去年还是今年已经不重要了 ，我们只用计算今年能实际上产出多少即可 。 目前看南美的产出已经算是全球之最了 。但是缺点也很明显 ，未来没有什么增量了 ，就只剩下SQM每年1-2w吨的增量 ，其他的开发进度和成本太高 。估计短期也没有公司愿意去投资的 。 非洲锂矿 ： 目前非洲锂矿是开发速度最快的地方之一 ，明显过去2年时间 ，快速的成为澳洲锂辉石的补充地 ，而且未来的规划产能也不算小 。但是缺点就非常明显 ，除了尼日利亚可能没有过多的限制 ，津巴布韦从27年开始禁止锂精矿出口 ，那么就意味着 ，如果不在当地建锂盐加工厂 ，则就出口不了 ，直接影响了产能规模的扩大 。 基本可以确定非洲最终的看点就只剩尼日利亚 ，因为这个地方可以直接出口 ，而且如果做一些配套的话 ，还能降税 。不过增量也相对有限 。前面应该是少统计了1-2个尼日利亚的锂矿 ，就目前进口的增量来看 ，最主要的还是尼日利亚的 。 所以目前集合全球的几个主产地的产能来看 ，今年目前的产能就只有31.65+42.85+49.2+29.4+4=157.1w吨左右 ，加上回收的7w吨 ，差不多就是接近164w吨的当量 。 而实际上名义产能有多少呢 ？ 36.5+59.53+41.7+32.61+4=177.84w吨 ，实际产能比名义产能少了177.84-157.1=21.84w吨 ，对应比例是21.84/177.84=0.1228 ，12.28%左右而已 。 今年的需求在哪里呢去年电池增量是1545GWh ： 拆分开来是1051.2GWh的动力电池 ，对应增速25%左右 ，那就是1051.2*1.25=1314 （+263 ）GWh 。 （电动汽车销量增量20% ，单车带电量增速5% ，叠加动力电池增速1.2*1.05=1.26 ，26% ） 储能是369.8GWh ，增速按照70%算 ，就是369.8*1.7=628.66 （+258.86 ）GWh 。 （可能最终不止70%增速 ，目前半年增速是大于100%的 。 ） 消费电池是124.2GWh ，增速按照10%算是 ，124.2*1.1=136.62 （+12.42 ）GWh 。所以今年整体锂电池是1314+628.66+136.62=2079.28GWh 。 对应碳酸锂需求大概是2080*0.068=141.44w吨 。而这块生产出电池是有损耗的 ，而损耗的电池综合利用率具体多少不好查证 ，我们就按照92%来算 ，那么实际上消耗的碳酸锂就是141.44/0.92=153.74w吨 。 传统行业大概13w吨左右 。 则对应总需求为153.7+13=166.7w吨 。所以今年需求比供给看上去更高一点点 。 当然这里面和真正供需平衡的关键 ，主要是在2个上面 ，第一个到底1GWh对应需要多少碳酸锂的问题 ，我们之前已经给过计算的 ，按照逻辑应该是680吨碳酸锂对应1GWh电池是较为合理的 ，因为这里面也含有一些生产过程中的良率问题 。 第二个问题就是到底生产出来的电池的良率92%是否符合行业标准 ，实际上真正国内电池的良率平均值应该是在90%左右 ，但是实际上这一部分电池也得看是否可以梯次利用或者二次回收 。 说简单一点就是153.74-141.44=12.3w吨的碳酸锂当量的电池 ，二次利用比例和回收比例到底有多大的问题 。实际上这里能有一半能最终生产出合格电池就算是很不错了 。因为即使每个环节是90%的回收率和转化率 ，如果有5个环节的话 ，那么最终收率也只有59% 。 所以这一部分有个大概6-7w吨再次进入循环 ，基本刚好和前面那缺的一部分平衡掉了一些 ，还是略微多一点点 。 这里如果有人能了解一下目前行业详细细节的 ，能提供更准确的信息就更好了 ，非常感谢 。 最后结论 ： 今年碳酸锂供需基本平衡 ，如果完全算达产或者部分减产并不理想 ，还是略微过剩一点的 ，但是机构普遍观点认为今年严重过剩 。 2025年初完整产业链库存10.8w吨 ，年底库存基本也会回到12w-13w吨左右的 ，下半年有去库的概率 。 （这里强调的是完整产业链库存 ，机构有意混淆概念 ，请移步迷之碳酸锂库存 （二 ） 进一步了解 ） 明年碳酸锂增量需求在35-40w吨 ，但是明年目前看最多增量只能有25-30w吨 。除非是把停产的产能都恢复 ，这一部分大概有22w吨左右的量 。 所以明年只要需求能维持 ，大概率出现供需反转 ，特别是27年 ，需求增量可能继续高达40-50w吨 ，但是全球基本找不到大的增量了 ，除非价格回稳 ，但是价格回稳 ，也总得有个建设和投产周期 。 我们将在碳酸锂系列第五篇 ，在详细的列出明年的增量项目在哪 。 $赣锋锂业(SZ002460)$$天齐锂业(SZ002466)$$中矿资源(SZ002738)$
2025-07-04 23:52:00,赣锋有成长估值，而天齐还有折价，SQM的份额减少，导致实际上锂矿的份额有所下降。而且未来天齐没有成长性了，而赣锋还能一直有产能落地。 所以天齐只有锂矿的弹性估值，没有成长估值，赣锋两者兼得。 至于期货价格，这个没法预测，最近供需关系并未明显变化，但是却跟着工业硅，多晶硅反弹了，所以到底反弹到哪里，更多的还是情绪和资金为主导。
2025-07-05 00:02:00,参考一下。中矿阿尔法与锂矿的贝塔 网页链接
2025-07-05 11:14:00,这个问题两方面吧，第一之前的数据确实是今年过剩的，因为大家预期今年能继续落地不少项目，但是大部分项目延期了。 第二是今年继续停产了一批项目，产出继续减少。 这个是个动态过程，但是现在下跌符合空头利益，所以下跌也很正常。 比如说价格如果上涨到10w，一些产能复产，那也可以平衡一段时间。但是停产和复产对市场产能的供需影响需要半年左右时间。 反过来看22年，也没有那么供不应求，但是却炒到了60w一吨。
2025-07-05 12:14:00,囤货肯定是原因之一。以前类似多氟多在扩产前，囤了接近一年的碳酸锂需求，所以后面碳酸锂猛涨，他成本是最低的，盈利当时也是最稳。 现在市场都是采用极限库存，以前单一生产环节都差不多有2个月左右库存，现在都压缩到1-2周。所以老外也都是惊叹我们如何能把库存控制到这样极致的。 现在所谓的13w吨库存是上下游的总库存，并不是单一生产环节的库存，有人在混淆概念。
2025-07-05 12:59:00,这个市场不正常的事情多了，你能马后炮的分析一下2022年为什么能涨到60w一吨吗，这个价格正常吗? 正是因为有预期差，空头这么多，才有研究的必要性。
2025-07-05 14:04:00,迷之碳酸锂库存 （二 ）本文接着上一篇 ，抛砖引玉 ，讨论一个行业的正常库存到底应该是如何计算 。 今天的讨论点是 ：是不是应该把全产业链的总库存当做行业库存来计算 。 目前不少卖方可能把碳酸库存有意的在混淆概念 ，把全行业上下游完整库存 ，理解为单一环节库存 ，来推理行业库存过剩 。 分析这个之前 ，我们需要引入铜那边的现状 。 某中xxx的卖方最近写的研报认为全球精炼铜供需由过剩10万吨转为缺口10~20万吨 。 主要观点就是认为铜要进入供需短缺 （看来他们知道是如何计算供应和需求 ，而不是单纯的计算全产业链库存 ） 。 而铜这块目前全球的平均标准是这样的 ： 也就是说原矿和采矿环节有个45-90天的原矿库存是合理的 ，而即使到了精矿环节也是基本有个1-2个月的库存量 。 所以如果全球目前今年消耗160w吨的碳酸锂 ，对应的锂精矿应该是160*8=1280w吨锂精矿当量 ，折合库存应该是1280/12=107w吨到214w吨左右是符合采矿行业的基本标准的 。 所以原矿企业和加工企业如果一体化生产的话 ，也正常能缩小一些库存量 ，那也是100多w吨锂精矿库存算是相对合理一点的库存量 。 这块对应的生产企业就是一些上游挖矿的公司 ，比如说greenbushes等 。 到了冶炼环节 ，对应的就是天齐这种锂盐加工厂 ，对应的冶炼库存大概是7-15天 ，按照年消耗160w吨来看 ，平均合理库存应该是3-7w （国内 ）吨 （7-15天 ） 。 目前披露的国内库存里面13.6w吨里面大概就是5.9w吨库存 ，符合正常范围 。 加工环节 ，铜材对应的就是下游的生产厂家 ，有点类似目前碳酸锂下游磷酸铁锂或者6F亦或者电池厂家 。这块的库存对应大概是15-30天 。 如果按照消耗来算的话 ，合理库存应该是7-15w （国内 ）吨 。但是机构现在披露的库存量是下游库存40635吨 ，已经完全脱离了合理库存 ，比合理库存还要小不少 ，可以算是极限库存 。 其他环节库存37170吨 ，这个包括一些经销商或者贸易商等 ，这块对应的库存占比是7-15天左右 ，也是在合理范围内 。 混淆的关键就是把整个产业链的库存加起来 ，算当月消耗 。因为现在单月消耗大概7-8w （国内 ）吨 ，然后13.6w吨的库存对应就是1.8个月 （大概55天 ） ，就当是过剩 。 机构的脑回路果然是很棒 。 首先这个7-8w吨仅仅是上半年的单月消耗 ，下半年会大幅度增加 ，其次哪有把一个行业从上到下的所有库存都拿出来除以单月消耗的 。 那是不是如果把铜这个行业冶炼和下游 ，以及其他贸易商所有的库存累计的计算一下 ，看看是不是严重过剩了 。 估计这样计算下来 ，铜的库存要超过3-4个月以上的 ，为什么这样说呢 ，因为铜一方面是下游行业非常广泛 ，第二就是下游不少厂家的 ，自己囤的库存就超过了1个月 ，别说其他的冶炼环节和经销商环节了 。 下图是大概铜全产业链的库存天数 ： 看我这块用锂的库存逻辑去唱空铜 ，看看是不是要遭一堆人攻击 。逻辑很简单 ，铜的全产业链库存超过100天了 ，严重过剩 ，比锂还夸张2倍 ，所以价格将会暴跌 。 虽然我们不得不承认这几年碳酸锂是过剩一些的 ，但是一些卖方 ，为了表达看空观点 ，无底线的去混淆库存逻辑 ，是不是也有点过了呢 ？ 当然库存这块个人也不是特别的专业 ，只是突然想到了和铜的区别 ，如果有人真正懂的 ，提点指导讨论一下 ，也是非常欢迎的 。 最后总结 ： 不能简单的把全行业的库存累计起来 ，然后除以行业单月的用量来计算行业过剩与否 ，过剩的关键还是供需关系 。 $赣锋锂业(SZ002460)$$天齐锂业(SZ002466)$$中矿资源(SZ002738)$
2025-07-06 11:19:00,这个市场本来就是充满不确定性和随机的，研究的意义在于：需要根据贝叶斯定律动态更新，从而得出最新的结论，决定是否押注，押注比例和时间。不然那投资的依据是什么呢？
2025-07-06 15:35:00,尼日利亚有2个矿更新统计进去了，这个是以前手抓矿的重灾区。
2025-07-06 20:36:00,最新本周的某机构给的数据： 本周SMM周度库存为136837实物吨，其中冶炼厂库存59032实物吨，正极厂库存40635实物吨，电池及贸易商库存37170实物吨。 看看机构的无敌叠加库存法，现在把锂精矿库存也算进来，真的优秀： 改明也去写篇唱空铜矿的文章，就叫铜行业产业链累计库存高达半年，严重过剩，供需矛盾炸裂，长期看跌。 $紫金矿业(SH601899)$$洛阳钼业(SH603993)$ 最新本周的某机构给的数据： 本周SMM周度库存为136837实物吨，其中冶炼厂库存59032实物吨，正极厂库存40635实物吨，电池及贸易商库存37170实物吨。 看看机构的无敌叠加库存法，现在把锂精矿库存也算进来，真的优秀： 改明也去写篇唱空铜矿的文章，就叫铜行业产业链累计库存高达半年，...
2025-07-08 12:02:00,"锂铜矿行业库存对比对比背景 ： 锂短期严重过剩 ，铜逐级供不应求 。所有国内机构说碳酸锂库存严重过剩 ，行业去库周期高达2-3月 。真实情况是这样的吗 ？ 2024年全球消耗 ： 碳酸锂 2024年锂电池出货1545GWh ，折合需要碳酸锂1545*0.068=105w吨 ，出货电池就算是符合交付要求的 ，但是行业良率只有90%左右 ，考虑部分梯次利用 （回收的走回收那条线 ） ，增加2-3个百分点 ，则实际消耗碳酸锂105/0.92=114.13w吨 。 传统行业消耗14w吨 ，则最终碳酸锂消耗128w吨当量 。 2024年表内统计生产供应129.7w吨 ，回收7w吨 ，总供应129.7+7=136.7 。则过剩136.7-128=8.7w吨 。 过剩比例8.7/136.7=0.0636 （6.36% ） 铜 2024年消耗2733w吨阴极铜 ，同比2023年增加2.92% ，大概过剩46.9w吨 。 过剩比例46.9/2733=0.01716 （1.72% ） 库存情况 ： 说库存之前 ，我们需要搞明白矿业的库存环节 ，见下图 ： 也就是不同环节的库存情况是不一样的 。 所以我们就先分别看看锂和铜在采矿原矿环节的库存情况 。 现在铜的采矿环节的铜精矿大概是这样的 ： 统计的结果是180w-200w吨当量阴极铜 ，而按照2733/365=7.49 ，一天大概消耗7.5w吨阴极铜 。所以190/7.5=25.33天 。这个库存量在上面表格里面算是偏低的 ，也算是合理范围 。 而锂矿这边呢 ？就目前国内的统计情况是40w吨左右 。国外几个大矿实际上综合下来 ，在给一个30-40w吨就差不多了 ，毕竟锂辉石也不是唯一的生产碳酸锂的原料 。所以综合库存大概是70-80w吨锂精矿 ，对应的碳酸锂当量是75/8=9.38w吨 。按照今年160w吨的需求量来看 ，160/365=0.49w ，大概要消耗 ，9.38/0.49=19.14天 。比铜矿这里库存消耗量还小一点 。 冶炼环节 ： 目前国内冶炼环节碳酸锂的说法是有库存59032实物吨 。而目前单天消耗0.49w吨的情况来看 ，对应库存是59032/4900=12天 。 也就是说 ，目前国内冶炼环节库存是12天的消耗量 。 再看铜这块 ，全球冶炼环节库存大概是80-85w吨 ，隐形库存10w吨 ，总体库存是95.7w吨 ，对应一天消耗7.5w吨的话 ，是95.7/7.5=12.76天 。 对应也就是说铜冶炼环节全球库存是12.76天的消耗量 。 生产加工环节 ： 锂 ：正极厂库存40635实物吨 ，对应一天4900吨的消耗 ，对应是40635/4900=8.3天 。也就是说国内生产加工环节库存是8.3天的消耗量 。 铜 ：显性库存 ：全球主要经济体下游加工企业 （线缆 、铜管 、铜板带等 ）持有的阴极铜原材料库存约120-150 万吨 ，较 2024 年同期下降 12%-15% 。其中 ，中国占比约 60% （70-90 万吨 ） ，欧美占比约 25% （30-40 万吨 ） ，其他地区占比 15% （15-20 万吨 ） 。 按照135w吨来计算 ，对应一天7.5天消耗是135/7.5=18天 ，也就是说目前铜加工环节的库存是18天 。 其他或者贸易商库存 ： 锂 ：电池及贸易商库存37170实物吨 。对应是37170/4900=7.6 ，大概是7.6天的消耗量 。 铜 ：全球贸易商隐性库存 ：约50-70万吨 ，按照60w吨算 ，那么就是60/7.5=8天消耗量 。 最后库存仓单 ： 这里面因为有贸易商或者一些手里有货的会去注册套保之类的 。所以存在重复 ，但是可以看出来一些问题 。仓单的持续下降 ，大概率是说明现货紧张 ，至少铜这块是这样在看待的 。 截止到7月7日 ，碳酸锂国内仓单15,555吨 ，最近仓单持续下降 ，从接近40000吨 ，下降到15555吨 ，下降比例高达61% 。 15555/4900=3.17 ，对应3.17天的消耗量 。 铜 ：全球三大交易所 （LME+COMEX+SHFE ）阴极铜库存合计41 万吨 ，国内17.2w吨 。其他地方大概是6w吨 。大概就是64w吨 ，对应64/7.5=8.5天 。 这个仓单的量明显比碳酸锂目前高不少 。 结论 ： 目前对比锂和铜的库存情况 ，每个环节锂的库存都比铜要小一些 ，看不出锂是严重过剩这一说法的 。 目前国内所有机构将碳酸锂产业链总库存计算累计在一起 ，然后除以消耗 ，来证明行业严重累库高达2-3个月 ，这种行为真的怀疑他们的职业性在哪 。看空没毛病 ，但是这种无知的看空 ，就显得低智了 。 如果铜也按照这个逻辑来看库存 ，那么铜的库存也是高达3个月左右 ，那是不是也是严重过剩呢 ？ 所以过剩与否 ，不是统计全产业链的库存 ，然后除以单月消耗 ，而是在各个环节只要在合理库存范围内 ，然后再去统计总的供需关系 。 这样锂统计的结果是今年过剩一些的 。但是铜目前也是通过供需也能计算出2024年和2025年都分别过剩一些 ，过剩的情况在逐级好转 。过剩比例方面铜比锂要好很多 。 去年 （2024年 ）铜大概是过剩1-2% ，而锂去年是过剩5-6%左右 。 所以目前铜在走上升趋势 ，而锂还没有摆脱下降趋势 。 我们通过对明后年暂时需求增量和供给增量的详细推算 ，得出的结论是明年 （2026年 ）供需可以平衡 ，且略微供不应求 ，过剩将从去年 （2024年 ）的5-6% ，到今年 （2025年 ）基本过剩1-2% ，到明年反而是到供不应求2-3% 。也就是每年大概有个3-4%平衡 。 这样对比后 ，锂矿弹性明显比铜矿要好不少 ，而碳酸锂后年 （27年 ）则会更加明显的供不应求 。 详见碳酸锂系列文章 《碳酸锂的周期在哪 （四 》 《碳酸锂的周期在哪 》 《碳酸锂的周期在哪 （二 ） 》 《碳酸锂的周期在哪 （三 ） 》 $赣锋锂业(SZ002460)$$紫金矿业(SH601899)$#今日话题#"
