发布时间,正文
2024-04-02 20:52:08,罗博特科董事长戴总、董秘李总：1、关于竞争，FiconTEC全自动耦合硅光还是全球唯一的，至少5年很难撼动，思科第一批20台已经开始交货，后面的合同在本次展会已经谈完（思科收购一家公司曾经想自己做设备，现在已经放弃）。展会期间，思科、英伟达有新订单，过往订单在1月31日的订单情况已经对外公告披露，展会期间思科和英伟达的第二批新订单基本已经走到最后流程，像英伟要求达到了一定规模需要老大签字，这些订单都是超出公司预期。另外英伟达也是首次给我们了芯片测试（chip test）的批量订单；另外高端封装台积电展会期间不止谈了一天，有比加大进展；2、关于FiconTEC公司收购进展，现在监管层鼓励收购，进展顺利，目前没有遇到任何障碍。$$罗博特科(SZ300757)$ $中际旭创(SZ300308)$ $英伟达(NVDA)$
2024-05-28 08:30:18,拼多多当前预期差：1.国内主站货币化率接近见顶；2.公司未来几年也不会分红回购；3.Temu海外监管风险大低估值合理。大家认为哪个或者哪几个会被证伪？$阿里巴巴(BABA)$ $京东(JD)$ $英伟达(NVDA)$
2024-06-01 15:46:16,最近蔡崇信作为阿里巴巴董事长频繁亮相，向外界发声，试图表明变革决心，并向员工和股东传递未来信心。1.承认错误，并将用户体验放在最高位。阿里巴巴一直在努力定义客户是谁，（当前）确定了客户是用户而非商家，并选择了一个特别重视用户体验的人来作为集团新CEO，十八罗汉吴泳铭。2.阿里把电子商务和云计算界定为核心业务，剥离非核心业务。举例饿了么非核心业务，但属于重要的战略性业务，构建了即时配送基础设施。3.决定非常专注于核心业务，电子商务和云计算，目标是在未来10年内，能够回到增长，回到两位数的增长。从规划的角度有一个三年的时间范围，到财政年度2027年3月结束，我们希望增长达到两位数。吴咏铭此前提出淘天集团三年规划，三个方向，mark.透过当前权力中心马云、蔡崇信、吴咏铭的内外部讲话，能看到阿里巴巴正在积极求变，但就像朋友引述的“the barrier to change is not too little caring. It’s too much complexity.”未来三年，拭目以待。$拼多多(PDD)$ $京东(JD)$ $腾讯控股(00700)$
2024-06-19 01:13:49,$中概网络股(ZH1401859)$ 值得记录的一刻，英伟达超越苹果和微软，荣登全球第一市值宝座。留个大黄小黄祝福贴：黄仁勋成为全球财富榜No1，拼多多黄峥成为中国财富榜No1。
2024-06-26 13:36:07,刚才感叹，字节跳动对二级市场投资来说真的是个“吸血鬼”，持续抢占用户时长，吸引流量，大力出奇迹般扩张业务版图。不管是腾讯、阿里、美团、拼多多、京东、哔哩哔哩、百度，几乎与所有公司都进行正面竞争。对中概股整个基本面投资产生了巨大的负面影响，最重要的他还不上市，二级市场无法买入共享。据说，字节跳动占据了过去10年所有一级市场收益的50%，对二级市场互联网投资者来说是个灾难
2024-07-06 22:40:32,"UBS对中概股Q2业绩的分析总结不错，Top pick is PDD.拼多多 (9x PE at 65% EPS CAGR)。要啥自行车？腾讯：除国际化游戏业务（Sensor Tower tracking up 57%），PDD联营业务给腾讯带来的收入利润也会超预期。阿里巴巴 京东 快手：BABA is down 7%YTD despite GMV improving 10% YTD. We expect it will take time for better GMV to translate to higher group EBITA,as BABA continues to re-invest in its core marketplace and international business. Its potential Stock Connect inclusion in September is a key focus. JD is down 11% YTD despite an earnings upgrade. Investors are focusing on how JD is positioning transit amid weaker consumption.While Q2 revenue faces tough YoY comps, we are confident on its cost and margin discipline. Kuaishou&#39;s fundamentals are solid despite the stock&#39;s underperformance amid weak domestic e-commerce, a major revenue driver (live streaming and advertising).瑞银这个分析师是个老中丐研究猿了，在2023年12月23日丐帮屈辱日，第一个发声征求意见稿有修改空间，可见爱之深。"
2024-07-15 23:57:22,『享受过程』段永平：游戏就是游戏，就像打麻将，打完了都无聊，但过程很快乐。其实人生也如此，结局都一样，过程最重要。2011-12-06谷爱凌：2018年谷爱凌在世界杯中国站比赛前适应场地时头部受伤。前教练普罗塞尔得知后，对她说：“竞技体育是一个过程，如果你过分在意结果，那个结果往往不会到来，如果你关注过程，结果最终会到来。”“enjoy”和“享受”是谷爱凌采访中的高频词汇，关注过程，享受过程，让谷爱凌即使上一轮失误，也能够迅速调整心态，在下一轮逆风翻盘。“我一直都想当最好的，但并不是把别人压下去，而是我想要当自己能够成为的最好的人。”$英伟达(NVDA)$ $苹果(AAPL)$ $拼多多(PDD)$
2024-07-27 19:13:05,人类800亿神经元，100万多万亿连接的复杂神经网络，如今在机器智能通过神经网络深度学习模拟生物智能，人工智能领域取得革命性的进步和发展。中国科学院院士总结人工智能之父辛顿的贡献：1.辛顿把原来的算法扩展，用于多层神经网络；2.辛顿提出“波茨曼机”的多层神经网络；3.辛顿提出变分算法。三个贡献使得深度学习真正发展起来。神经网络之父Hinton最新公开演讲：数字智能会取代生物智能吗？（全文及PPT）网页链接如今，大模型企业继续在奔跑，而科技巨头要么像谷歌有充足动力防御避免侵蚀，要么像特斯拉Meta苹果微软亚马逊等持续投入开拓新领域。而且可以明显感受到，AI已经发展成国与国主权竞争。且看AI铲子股英伟达走得多高多远。
2024-08-20 09:41:06,"资金流动性匮乏下的光模块【广发通信】英伟达逼近前期高点，A股光模块悲观情绪消散还有多久？ #英伟达前期下跌主要原因有四： 1）担心降息导致抱团资金瓦解；2）“美国衰退”交易；3）AI投资回报率的“伪命题”；4）GPU delay影响。#四个问题发生时间太近导致互相强化，致悲观情绪蔓延。 前两个宏观问题反映的投资者接近降息拐点时对不确定性的避险情绪，目前看影响暂时消退；AI投资回报率的问题我们多次强调，#AI是底层技术和基础设施，回报周期长，且目前对科技巨头的赋能已经开始显现，科技巨头的投入已经较为克制，#凭当期的roi过分担忧AI的中长期capex是不科学不理性的； GPU delay的时间不超过一个季度话，对光模块的影响几乎为零。目前看对NV链股价产生重大影响的四个因素目前都有转好，之前的担心过重且互相加强了。 影响A股光模块股价的除了以上影响NV链的四个因素，还有对A股整体走势的悲观情绪，#导致部分投资者投资光模块的动作变形，我们认为这是短期情况，随着后续市场信心的提升，光模块估值回归正常状态只是时间问题。 最后是基本面的更新，近期meta 25年800G订单开始下单，需求量符合我们预期，意义重大。#如果我们拿25年光模块的需求反推全球AI Capex，目前A股市场远远低估AI投资的决心和耐心。目前是配置光模块龙头的非常好的时间点，二三季度业绩稳定风险低，中长期胜率赔率合适。#继续推荐中际旭创/新易盛/天孚通信【天风通信】重申AI之光&#34;这就是底部了周末传言英伟达B系列问题解决，此事无法确认，但是这是迟早的事，无论真假无论如何，最多推迟4个月，不改变25年盈利预测和大方向大逻辑。这就是底部了:1、基本面:XC|XYS|TF二季度业绩超预期出炉后，24年业绩可上调为60亿/25亿/16亿，23-25复合增长100%，以XC为例，3月以来没有跌破过当时预期50亿的25倍1250亿，当前按照今年业绩60亿的20倍绝对支撑1200亿也没下跌空间了，按照25年业绩也只有10倍了，风险基本释放完毕，XYS/TF类似。了技术面:110块是3月底/4月底/5月底/反复检验过的支位，了情绪面:上周一既是本身A板块的情绪恐慌，又是美国纳斯达克大跌的恐慌，又是日经指数大跌等全球系统风险的恐慌，多重负面情绪冲击叠加，造就情绪面的底部,2、向上50%-100%空间:根据23年经验及目前能市背景，给与25年业绩20倍，即可算出50%-100%空间，未来3个月产业链将确认25年业绩，叠加新大模型发布，推动股价上行，以XC为例，25年业绩或有可能持续上修，100亿的20倍=2000亿~150亿的20倍=3000亿。3、中期看，全球AI军备竟赛的核心是生死存亡的争夺下一个时代的船票，不是短期有没有回报，当然微软/谷歌/meta的财报中AI收入也不错了，前些天谷歌和Meta的CEO都表示&#34;AI投入不足的风,险远远大于投资过度的风,险”，同时光模块的供不应求至少持续到明年年底，所以业绩景气度非常好，业绩好估值低，行业比较优势明显。因此结论就是，英伟达B100事件是对光模块是短期情绪冲中击或24年1.6T受点影响(实际占比很低很低)，不改中期逻辑，不改25年盈利预测，我们认为当前位置很好，易中天目前风险基本释放完毕，向上50%-100%空间的位置，时间点为未来3个月，我们建议逢低布局积极配置，调仓换股趁机加大AI之光仓位。天风通信团队【兴证通信】光模块7月出口数据点评-20240820#光模块7月出口环比略有下滑，2024年7月全国光模块海关出口金额为37.58亿元，同比+61%，环比-9%。#江苏地区整体表现良好，#四川地区数据有所波动。 #①江苏，7月光模块出口金额为21.02亿元（#占总出口额比例为56%），#同比+82%，#环比+1%，#江苏地区龙头旭创加速扩张海外泰国产能下，国内出口数据依旧表现良好 。 #②四川，7月光模块出口金额为5.97亿元（占总出口额的16%），#同比+139%，#环比-30%，#在6月高基数背景下短期有所波动。 #③湖北，7月光模块出口金额为2.27亿元（占总出口额的6%），#同比+7%，#环比-20%。伴随美股逐步修复，情绪企稳回升，近期涨幅差大是很好的配置时点；光模块明年的盈利预期对应处于历史估值底部，算力有望迎来反弹行情，重点推荐$中际旭创(SZ300308)$ $天孚通信(SZ300394)$ $新易盛(SZ300502)$"
2024-08-23 22:11:04,戏剧财报前一天提前上映了呀$拼多多(PDD)$VS $阿里巴巴(BABA)$
2024-08-25 08:15:26,Goddamn right
2024-09-02 17:49:19,拼多多向金融时报的回应，算是暴跌后一个稍微主动的沟通吧？“拼多多鼓励有顾虑的投资者与公司联系”PDD向英国《金融时报》表示:“每家公司都会根据其独特的情况和战略考虑做出决策。坦率地说，仅仅因为A公司没有采用与B公司相同的方法就暗示存在‘危险信号’，这很荒谬。”一位发言人补充说，拼多多鼓励有具体顾虑的投资者与公司联系，并提请英国《金融时报》注意其 2018 年招股说明书中发布的一封致股东的信。信中写道:“相信这样一家非传统的公司并不容易，它努力满足用户的经济和社会需求，并对社会产生积极影响。”附：2018年IPO招股书记载的黄峥第一封股东信（中英文）$阿里巴巴(BABA)$ $腾讯控股(00700)$@PaulWu @大道无形我有型
