发布时间,正文
2022-09-21 20:10:28,之前纪要是中科海钠伪专家就算了，还搞离间，中科海钠声明及时真诚，点个赞$华阳股份(SH600348)$ $传艺科技(SZ002866)$ $宁德时代(SZ300750)$
2022-09-22 09:49:37,强👍月底投产仪式除了中科海钠领导，还有下游客户新日和五菱等【国盛能源钢铁】华阳股份：疑虑打消，钠电龙头王者归来此前，某专家说中科海纳与华阳闹掰，海纳有意放弃与华阳之间合作，华阳后续的电芯、电池pack均与海纳无任何关系。中科海纳昨天发布郑重声明”有不法分子冒充公司员工参与调研并发布不实信息，对投资者造成了严重误导，严重侵害了公司权益”。此外，华阳电芯产线预计本月30日正式投产，届时将举办隆重的剪彩仪式，省、市领导、中科海纳领导及上下游客户（新日、五菱等）均将出席，谣言不攻自破。华阳电芯及电池pack厂，虽由华阳独资建设，但管理大概率交由中科海纳（华阳与中科成立合资子公司—阳泉海纳），其凸显了两者紧密合作的关系。由山西华纳铜能主导的“万吨级正极材料项目”已经审批通过，有望于今年11月开工，量产之路正式开启。华阳未来将围绕钠离子电池”材料—电芯—电池—应用“链条，以应用场景为牵引，以钠离子电池材料为重点，构建钠离子产业集群，打造世界一流的钠离子电池产业中心。 $传艺科技(SZ002866)$ $宁德时代(SZ300750)$ $维科技术(SH600152)$
2022-10-18 16:43:33,temu咋突然美国ios榜单第一了[好困惑]$拼多多(PDD)$ $腾讯控股(00700)$
2022-11-15 18:47:23,拼多多TEMU打入美帝，IOS总榜霸榜两天，team up，price down$腾讯控股(00700)$ $富途控股(FUTU)$ $纳斯达克综合指数(.IXIC)$
2022-12-16 23:11:05,哈哈原来严打的目的是“为了防止资本在国内无序扩张，以促进平台在国际竞争中大显身手”，我格局小了。$腾讯控股(00700)$ $阿里巴巴(BABA)$ $美团-W(03690)$
2023-01-07 19:06:39,Ark基金整体规模近百亿美金，其中最大的旗舰基金Arkk从154跌倒31，还有58亿美金持仓，高点跌去了230亿美金，80%跌幅比中概股还要惨了看木头姐的讲话，确实很有煽动性...时间越长，越能感受到大道和巴菲特厉害之处，选得股票少，重仓股经得住时间检验，非平常人能为之。$特斯拉(TSLA)$ $腾讯控股(00700)$ $美团-W(03690)$
2023-01-27 18:59:11,美团和王兴投了11.3亿美金，目前持股20%，综合估值56亿美金，目前260亿美金$理想汽车(LI)$ $特斯拉(TSLA)$ $美团-W(03690)$
2023-02-13 16:21:30,李厂长直接指引年度销量，而且保底。L7 Pro和Max在3月1日开启交付，L7 Air和L8Air在4月初开启交付。1.5万+1-2万+2.5万+3*10万辆=35-36万辆千亿营收保底$理想汽车(LI)$ $特斯拉(TSLA)$ $比亚迪(SZ002594)$
2023-06-03 22:58:29,中国汽车2022年销量2685万辆，全球份额33.5%中国新能源汽车渗透率26.3%，预计2023年900万辆。比亚迪2023年市场份额21.7%特斯拉18.8%分列一二，理想2.2%，全球13rd$比亚迪(SZ002594)$  $理想汽车(LI)$ $特斯拉(TSLA)$
2023-06-08 18:18:44,中概股没有贝塔行情，可是阿尔法也不给了嘛看看理想汽车走势也并不是不给，但市场竟然对拼多多Temu海外高歌猛进选择无视？美国🇺🇸，英国🇬🇧，德国🇩🇪，法国🇫🇷澳大利亚🇦🇺，加拿大🇨🇦等“帝国主义国家”IOS系统长期霸榜，今天又上线了日本🇯🇵这种高歌猛进，可不是 阿里巴巴 京东 shoppe 甚至Shein能比拟的。在这些发达国家国家，与Temu比肩的是Chatgpt以美国和英国榜单为例：$苹果(AAPL)$ $英伟达(NVDA)$ $腾讯控股(00700)$ @密西西笔盒 @不明真相的群众 @陈达美股投资
2023-06-09 22:33:45,曾经的蔚小理，有评价说理想汽车跟另外两家新势力蔚来和小鹏汽车已经不在一个“年级”了。个人认为归根到底在于创始人一直不在一个年级水平：论认知格局，行业认知，经营理念，组织管理，实事求是不在一个维度。分享一个观察和验证视角：看创始人访谈和定期报告路演回答，很容易判断得出哪位创始人认知深刻，逻辑清晰；哪位创始人给的指引总能按时兑现甚至能够超额完成，而哪位创始人在竞争中失去节奏动作变形，最终给市场不切实际的预期。——这种可事后可验证可证伪的方式，对企业判断非常有用，相当于“内部计分牌”。同样，如果电商拉出猫狗拼三家，应该也有同样的感觉。拼多多已经是京东估值的两倍，但拼多多依旧低估，京东却难以判断。拼多多平台slogan一季报从“多实惠多乐趣”变为“多实惠好服务”，这是个重大变化。平台创立以来“多实惠”的标签已经改变了消费者心智，最后大家发现“多快好省”种“省”才是更高的竞争纬度，“快”这一标签的差异化将越来越小，随着好服务的兑现，“好”这种标签会建立起来，并将彻底改变过往很多人认为low的平台形象。拼多多已经成为上海市的一张名片，就像阿里巴巴是杭州的名片，腾讯是深圳名片一样。因为拼多多更高远的未来是Temu全球化——带领中国商品走出去，目前Temu正在发达国家电商疆土高歌猛进，祝福拼多多$特斯拉(TSLA)$ $英伟达(NVDA)$ $苹果(AAPL)$
2023-06-11 14:15:30,家里飞利浦电动牙刷充电线丢了，在拼多多3.9下单，接连4家店铺都便宜的不可思议（0元试用，试用满意付款，退货包运费）顺手想去淘宝看看情况，翻了好多页就一家合适，5.8元。之前在拼多多比价买过3台苹果手机，1个行李箱。一直用淘宝天猫京东的对象现在也频繁转用拼多多了。看到有京东消费120万的十几年老用户也转向拼多多。希望大家也客观分享下自己和家人的平台购物经历，尤其是阿里巴巴京东的重度用户。$腾讯控股(00700)$ $贵州茅台(SH600519)$ $鸿博股份(SZ002229)$
2023-06-14 23:50:41,李想一顿强力输出：价值主张，销量目标，全球化$理想汽车(LI)$ $特斯拉(TSLA)$ $比亚迪(SZ002594)$
2023-06-17 21:24:54,理想汽车笔记1.应用宁德麒麟电池，10分钟400公里；建设超充充电网络，年底300个且2025年3000个，补能效率接近燃油车；2.AI大模型，自动驾驶通勤NOA和城市NOA；3.年底纯电旗舰MPV命名理想MEGA（Make ev great again），“打破高端纯电动车无法成为爆款的传统认知”且“有信心50万以上它将成为50万以上销量第一的产品”（超过宝马X5车型，月销一万辆，继续爆款）$特斯拉(TSLA)$ $蔚来(NIO)$ $比亚迪(SZ002594)$
2023-06-19 19:06:50,阿里巴巴在跟拼多多竞争中失利的主因现在，才被马云，重视！马云看不下去了，回归淘宝无比正确，再不回归，客户根基完全动摇。说起来，靠职业经理人力挽狂澜改革还是难，尤其CFO升上来的CEO大多不靠谱，阿里和京东都是。$腾讯控股(00700)$ $贵州茅台(SH600519)$
2023-06-30 22:58:43,我的股票组合$美股公司价投(ZH1790130)$总收益672.74%，加自选可以收到调仓提醒哦～ 网页链接应用光电飞了美股反应真是滞后$英伟达(NVDA)$  $新易盛(SZ300502)$
2023-07-14 08:35:05,关于火爆美股与冷清中概的小判断AI和FSD自动驾驶都是颠覆性应用，如果继续有突飞猛进的进展（目前发展势头很好，市场也给予乐观假设），英伟达和特斯拉是浪潮下可见度最好的代表性企业。中概因为增量市场有限，竞争格局变化，其实一眼低估的标的并不多。但是，拼多多有性感之处，主站低估到很难再压缩，同时带有一个国际化Temu电商平台潜在收益，α和β兼具。另外，整体市场情绪看，美股受市场火爆追捧，中概门庭冷落，机构配置仓位差异很大。我希望拼多多能跑赢，除非AI和自动驾驶两个前提超出市场预期兑现的可能性。当然我都看好。$英伟达(NVDA)$ $特斯拉(TSLA)$ $拼多多(PDD)$
2023-08-29 18:42:02,拼多多业绩炸裂总收入为人民币522.807亿元（合72.098亿美元），较2022年同期的人民币314.396亿元增长了66％。增长的主要原因是在线营销服务和交易服务的收入增加。本季度归属于普通股股东的净收益为人民币131.081亿元（合18.077亿美元），较2022年同期的人民币88.963亿元增长了47％。本季度归属于普通股股东的非公认会计准则净收益为人民币152.694亿元（合21.057亿美元），较2022年同期的人民币107.763亿元增长了42％。$蔚来(NIO)$ $英伟达(NVDA)$
2023-10-20 19:07:02,理想汽车第一款纯电Mega12月上市，不少人第一眼看到是觉得丑，然后越看越觉得还挺帅。窃以为用一个词形容比较妥帖：丑帅。大家评论区客观点评下？$蔚来(NIO)$ $特斯拉(TSLA)$  $比亚迪(SZ002594)$
2023-10-21 02:15:38,"商业领域向来是激烈争夺的战场，长期价值投资标的稀缺，而在这样一个极度内卷的时代，投资选择似乎变得尤为困难。在新进入者拼多多成立八周年之际，京东已跌至2014年上市之初的市值水平，市值不足pdd三分之一，而按目前京东的境遇却依旧难言低估。站在二级市场角度，10年间投资者在京东上整体表现为零和游戏。这只是现实企业发展和投资案例中的冰山一角，由此可见真正能抵御时间冲刷的公司堪称凤毛麟角，基业长青更是谈何容易，各行各业大部分明星公司也只是阶段性高光时刻。拉长生命周期，二级市场绝大多数公司并无投资价值。根据美国《财富》杂志，美国大约有62%的企业寿命不超过5年，只有2%的企业能存活50年，中小企业平均寿命不到7年，大企业平均寿命不足40年:一般的跨国公司平均寿命10-12年;世界500强企业平均寿命40-42年，1000强平均寿命30年。如芒格所言“So practically, everything dies, if you big enough time scale.”今年2 月芒格在 Daily Journal 年度股东大会上称，投资阿里巴巴是他犯过最严重的错误之一，“我被他们在中国互联网行业中的地位迷住了，但我没有意识到，他们仍然只是一个该死的零售商。”但芒格依然对零售商Costco赞美有加，至死不卖，也带来了可观的回报，又可见公司商业模式和企业文化对长期投资的重要之处。孙子曰：“夫未战而庙算胜者，得算多也；未战而庙算不胜者，得算少也。”巴菲特和段永平的投资之道极为相似：商业模式、公司文化、管理层能力诚信、低估价格。此投资之道自成体系，坚不可摧。而投资胜负之间，在于胜率和赔率，每个人心中的哈姆雷特不同，归于个体认知，知道应当知道和知道自己不知道都至关重要：知人者智，自知者明。$京东(JD)$ $拼多多(PDD)$ $阿里巴巴(BABA)$"
2023-10-28 07:08:40,对市场主体，是“法无禁止即可为”；而对政府，则是“法无授权不可为”。——李克强纯真而不欠闻达，善良而不失坚强，把生命高举在尘俗之上，又溶化于社会之中，这应当是我们这一代的共同追求。——李克强
2023-11-25 20:00:17,李想远见，早把华为列为最大竞争对手。华为深入学习理想产品设计，华为刺激理想智驾技术追赶。华为跟理想分食豪华车市场。惺惺相惜，电车双霸。比亚迪豪华车市场开拓不顺利，价格上行没能打开，华为四界全力入场加上比亚迪智驾能力相对平庸，国内市场高端化之路难度很大，未来主要靠成本和品牌优势打中低价市场和海外市场了。$赛力斯(SH601127)$ $理想汽车(LI)$ $小鹏汽车(XPEV)$
2023-11-28 18:37:37,业绩继续炸裂！2023年Q3营收688.4亿元，上年同期355.04亿元，市场预期548.72亿元。$拼多多(PDD)$ $阿里巴巴(BABA)$ $美团-W(03690)$
2023-11-28 20:09:37,互联网之光。拼多多在Temu全球化开拓的助攻下，三季度广告佣金收入686亿已经超越阿里二季度，1800亿美金市值也与阿里巴巴1970亿美金一步之遥。80后已经崛起，拼多多黄峥80年，理想汽车李想81年，字节跳动张一鸣83年，分别代表商品全球化，智能汽车全球化，信息资讯全球化。$腾讯控股(00700)$ $美团-W(03690)$ $苹果(AAPL)$
